Fuel _Type_Code,Station_Name,Street_Address,City,State,ZIP,Station_Phone,Access_Days_Time,Cards_Accepted,EV_Level1_EVSE_Num,EV_Level2_EVSE_Num,EV_DC_Fast_Count,Geocode_Status,Latitude,Longitude,EV_Connector_Types,Country,Facility_Type,E85_Other_Ethanol_Blends
E85,Sheetz Store #645,55 Pine State St,Lillington,NC,27546,910-984-1506,24 hours daily,A Cash CREDIT D M V,,,,200-8,35.42083,-78.80707,,US,CONVENIENCE_STORE,
E85,Sheetz Store #355,5198 Reidsville Rd,Walkertown,NC,27051,336-754-1718,24 hours daily,A Cash CREDIT D M V,,,,200-8,36.16434,-80.13692,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz #704,7301 Executive Way,Frederick,MD,21704,301-228-9905,24 hours daily,A Cash CREDIT D M V,,,,GPS,39.36923441,-77.41210415,,US,CONVENIENCE_STORE,
E85,Sheetz #710,19910 Riverside Commons Plaza,Ashburn,VA,20147,571-831-3113,24 hours daily,A Cash CREDIT D M V,,,,GPS,39.06471699,-77.46223274,,US,CONVENIENCE_STORE,
E85,Sheetz #674,6350 Catlett Rd,Bealeton,VA,22712,540-439-5645,24 hours daily,A Cash CREDIT D M V,,,,200-8,38.58327,-77.76906,,US,CONVENIENCE_STORE,
E85,Sheetz #721,4355 W Broad St,Columbus,OH,43228,614-502-0148,24 hours daily,A Cash CREDIT D M V,,,,GPS,39.95202206,-83.11724781,,US,CONVENIENCE_STORE,
E85,Sheetz #700,5238 Alum Creek Dr,Obetz,OH,43125,614-669-8044,24 hours daily,A Cash CREDIT D M V,,,,200-8,39.85298,-82.93784,,US,CONVENIENCE_STORE,
E85,Sheetz #709,4279 Cemetery Rd,Hilliard,OH,43026,614-363-5004,24 hours daily,A Cash CREDIT D M V,,,,200-9,40.032133,-83.130591,,US,CONVENIENCE_STORE,
E85,Sheetz #707,9905 Johnstown Rd,New Albany,OH,43054,614-245-8008,24 hours daily,A Cash CREDIT D M V,,,,GPS,40.09216585,-82.79109218,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz #357,1281 W High Ave,New Philadelphia,OH,44663,330-365-9284,24 hours daily,A Cash CREDIT D M V,,,,200-9,40.494144,-81.474174,,US,CONVENIENCE_STORE,
E85,Sheetz #711,22935 Relocation Dr,Sterling,VA,20166,804-728-1914,24 hours daily,A Cash CREDIT D M V,,,,200-8,38.98259,-77.44665,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Sheetz #683,5235 N Susquehanna Trail,York,PA,17406,717-384-6974,24 hours daily,A Cash CREDIT D M V,,,,200-9,40.080528,-76.765947,,US,CONVENIENCE_STORE,
E85,RaceTrac #2457,840 Church St NW,Marietta,GA,30060,770-421-0349,24 hours daily,A Cash CREDIT D M V,,,,GPS,33.97256267,-84.55008646,,US,CONVENIENCE_STORE,"[""E15"", ""E30-E35""]"
E85,RaceTrac #2500,2009 Mayport Rd,Jacksonville,FL,32233,904-246-0848,24 hours daily,A Cash CREDIT D M V,,,,GPS,30.34091548,-81.41244056,,US,CONVENIENCE_STORE,
E85,Rutter's,3000 6th Ave,Altoona,PA,16602,814-201-2266,24 hours daily,A Cash Checks CREDIT D FleetOne M V Wright_Exp,,,,200-9,40.496459,-78.411047,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Rutter's #53,2215 Old Trail Rd,Etters,PA,17319,717-938-4293,24 hours daily,A Cash Checks CREDIT D FleetOne M V Wright_Exp,,,,200-8,40.13101,-76.79461,,US,CONVENIENCE_STORE,
E85,Rutter's,129 Leaders Heights Rd,York,PA,17403,717-741-4057,24 hours daily,A Cash Checks CREDIT D FleetOne M V Wright_Exp,,,,200-9,39.910695,-76.704991,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Rutter's,1099 Haines Rd,York,PA,17402,717-757-0567,24 hours daily,A Cash Checks CREDIT D FleetOne M V Wright_Exp,,,,200-8,39.95878,-76.68156,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Rutter's,5305 Susquehanna Trail,York,PA,17406,717-266-2200,24 hours daily,A Cash Checks CREDIT D FleetOne M V Wright_Exp,,,,200-9,40.081024,-76.76543,,US,CONVENIENCE_STORE,"[""E15""]"
E85,Rutter's,2251 N George St,York,PA,17402,717-846-6090,24 hours daily,A Cash Checks CREDIT D FleetOne M V Wright_Exp,,,,200-9,39.995876,-76.733822,,US,CONVENIENCE_STORE,
E85,Rutter's #60,4425 W Market St,York,PA,17408,717-793-9558,24 hours daily,A Cash Checks CREDIT D FleetOne M V Wright_Exp,,,,200-9,39.92926,-76.822351,,US,CONVENIENCE_STORE,
E85,Casey's General Store,1150 W Amity St,Louisburg,KS,66053,913-837-4317,5 am-11 pm daily,A Cash CREDIT D M V,,,,GPS,38.621768,-94.68850834,,US,CONVENIENCE_STORE,
ELEC,Haven Apartments - Tesla Supercharger,11924 Washington Boulevard,Culver City,CA,90066,877-798-3752,7am-10pm daily,A D Debit M V,,,8,GPS,33.997664,-118.420422,TESLA,US,PARKING_GARAGE,
ELEC,Holiday Inn Express & Suites Tuscaloosa - Tesla Supercharger,6350  Interstate Drive,Cottondale,AL,35453,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,33.175206,-87.450309,TESLA,US,HOTEL,
ELEC,"Santa Monica, CA - Tesla Supercharger",1425 Santa Monica Blvd,Santa Monica,CA,90404,877-798-3752,24 hours daily,A D Debit M V,,,62,GPS,34.024881,-118.485264,TESLA,US,PARKING_LOT,
ELEC,Wawa - Tesla Supercharger,2401  South Kanner Highway,Stuart,FL,34994,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,27.175496,-80.252562,TESLA,US,GAS_STATION,
ELEC,Morada Ranch - Tesla Supercharger,4255  East Morada Lane,Stockton,CA,95212,877-798-3752,24 hours daily,A D Debit M V,,,12,GPS,38.038927,-121.261056,TESLA,US,GROCERY,
ELEC,"Southern Palms Tempe, AZ",1528 E Southern Ave,Tempe,AZ,85282,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,33.3939465,-111.91094,J1772,US,,
ELEC,Cinemark Tinseltown 20 Pflugerville,15436 FM1825,Pflugerville,TX,78660,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,30.44771043,-97.66418986,J1772,US,,
ELEC,Irving Mall,3880 Irving Mall,Irving,TX,75062,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,32.83910845,-96.99616363,J1772,US,,
ELEC,"Kohl's Joliet, IL",2510 Route 59,Plainfield,IL,60586,888-264-2208,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,2,,GPS,41.5673625,-88.198741,J1772,US,,
ELEC,Stop & Shop #800 - Bloomfield,8 Franklin Street,Bloomfield,NJ,7003,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,40.78320811,-74.18452577,J1772,US,,
ELEC,Residence Inn by Marriott,1914 E 101st St,Cleveland,OH,44106,216-249-9090,24 hours daily,A D Debit M V,,4,,GPS,41.50631823,-81.6185653,J1772,US,PARKING_GARAGE,
ELEC,The Brenton Hotel,31 America's Cup Ave,Newport,RI,2840,401-849-3100,24 hours daily,A D Debit M V,,2,,GPS,41.48972681,-71.3175514,J1772,US,HOTEL,
ELEC,Newport Marriott,25 America's Cup Ave,Newport,RI,2840,401-849-1000,24 hours daily,A D Debit M V,,2,,GPS,41.49040258,-71.31788809,J1772,US,HOTEL,
ELEC,ENEL Goodwell Wind Farm,2180 Rd II,Goodwell,OK,73939,580-349-1070,24 hours daily,A D Debit M V,,1,,GPS,36.50157671,-101.6404665,J1772,US,OTHER,
ELEC,PKWY Tavern Flamingo,9820 W Flamingo Rd,Las Vegas,NV,89147,702-243-5329,24 hours daily,A D Debit M V,,3,,GPS,36.11575051,-115.3064779,J1772,US,RESTAURANT,
ELEC,South Point Parking Garage,9777 S Las Vegas Blvd,Las Vegas,NV,89183,,24 hours daily,A D Debit M V,,4,,GPS,36.01239108,-115.1753431,J1772,US,PARKING_GARAGE,
ELEC,Silverton Village,8263 Dean Martin Dr,Las Vegas,NV,89139,,24 hours daily,A D Debit M V,,2,,GPS,36.0395548,-115.1890258,J1772,US,PARKING_LOT,
ELEC,Tahiti Village Garage,7235 Haven St,Las Vegas,NV,89119,,24 hours daily,A D Debit M V,,,1,GPS,36.0580126,-115.1686955,CHADEMO J1772COMBO,US,PARKING_GARAGE,
ELEC,Findlay Chevrolet,6800 S Torrey Pines Dr,Las Vegas,NV,89118,702-948-7736,24 hours daily,A D Debit M V,,8,,GPS,36.06532083,-115.2346428,J1772,US,CAR_DEALER,
ELEC,Gaudin Ford,6625 W Roy Horn Way,Las Vegas,NV,89118,702-731-2121,24 hours daily,A D Debit M V,,1,,GPS,36.06547586,-115.2358598,J1772,US,CAR_DEALER,
ELEC,Desert 215 Superstore,8030 Rafael Rivera Way,Las Vegas,NV,89113,888-215-7111,24 hours daily,A D Debit M V,,1,,GPS,36.06820886,-115.2659894,J1772,US,CAR_DEALER,
ELEC,Southern Hills Hospital and Medical Center,9300 W Sunset Rd,Las Vegas,NV,89148,702-916-5000,24 hours daily,A D Debit M V,,4,,GPS,36.07206389,-115.2938176,TESLA,US,HOSPITAL,
ELEC,Revel Vegas,4940 S Conquistador St,Las Vegas,NV,89148,702-602-6605,24 hours daily,A D Debit M V,,1,,GPS,36.09840815,-115.3101168,J1772,US,OTHER,
ELEC,Candlewood Suites Las Vegas - E Tropicana,185 E Tropicana Ave,Las Vegas,NV,89103,702-471-0180,24 hours daily,A D Debit M V,,2,,GPS,36.09788981,-115.1653,TESLA,US,HOTEL,
ELEC,Holiday Inn Express & Suites Las Vegas,175 E Tropicana Ave,Las Vegas,NV,89109,702-471-1120,24 hours daily,A D Debit M V,,2,,GPS,36.0996136,-115.1653158,TESLA,US,HOTEL,
ELEC,Harrah's Hotel and Casino,3475 S Las Vegas Blvd,Las Vegas,NV,89109,800-214-9110,24 hours daily,A D Debit M V,,1,,GPS,36.11969274,-115.1707798,J1772,US,HOTEL,
ELEC,Henderson Chevrolet,240 N Gibson Rd,Henderson,NV,89014,702-208-9999,24 hours daily,A D Debit M V,,2,,GPS,36.0462476,-115.0282427,J1772,US,CAR_DEALER,
ELEC,Towbin Kia,260B N Gibson Rd,Henderson,NV,89014,702-567-8000,24 hours daily,A D Debit M V,,2,,GPS,36.04705499,-115.027919,J1772,US,CAR_DEALER,
ELEC,Chapman Las Vegas Dodge,3175 E Sahara Ave,Las Vegas,NV,89104,702-457-1061,24 hours daily,A D Debit M V,,1,,GPS,36.14341795,-115.1057395,J1772,US,CAR_DEALER,
ELEC,Fairway Chevrolet,3100 E Sahara Ave,Las Vegas,NV,89104,702-522-0580,24 hours daily,A D Debit M V,,2,,GPS,36.14503474,-115.1074328,J1772,US,CAR_DEALER,
ELEC,Neonopolis,450 E Fremont St,Las Vegas,NV,89101,702-243-0654,24 hours daily,A D Debit M V,,2,,GPS,36.16995618,-115.1406783,J1772,US,PARKING_GARAGE,
ELEC,Las Vegas City Hall,500 S Main St,Las Vegas,NV,89101,,24 hours daily,A D Debit M V,,11,,GPS,36.16709113,-115.1495809,J1772,US,PARKING_GARAGE,
ELEC,City Parkway Garage,350 S City Pkwy,Las Vegas,NV,89101,,24 hours daily,A D Debit M V,,26,,GPS,36.16802412,-115.1515906,J1772,US,PARKING_GARAGE,
ELEC,Promenade Garage Public Parking,355 Promenade Pl,Las Vegas,NV,89101,,24 hours daily,A D Debit M V,,26,,GPS,36.16867621,-115.153283,J1772,US,PARKING_GARAGE,
ELEC,Friendly Ford,660 N Decatur Blvd,Las Vegas,NV,89107,866-724-9143,24 hours daily,A D Debit M V,,4,,GPS,36.17842168,-115.2053624,J1772,US,CAR_DEALER,
ELEC,Texas Station Casino Parking Garage,2101 Texas Star Ln,North Las Vegas,NV,89032,702-631-1000,24 hours daily,A D Debit M V,,1,,GPS,36.19898093,-115.1928313,J1772,US,PARKING_GARAGE,
ELEC,Fiesta Rancho Hotel and Casino,2400 N Rancho Dr,Las Vegas,NV,89130,702-631-7000,24 hours daily,A D Debit M V,,1,,GPS,36.20074101,-115.1944137,J1772,US,PARKING_GARAGE,
ELEC,Mirabelli Community Center,6200 Hargrove Ave,Las Vegas,NV,89107,702-229-6359,24 hours daily,A D Debit M V,,2,,GPS,36.17288952,-115.226229,J1772,US,PARKING_LOT,
ELEC,Sahara Chrysler Jeep Dodge RAM,5050 W Sahara Ave,Las Vegas,NV,89146,702-637-1686,24 hours daily,A D Debit M V,,1,,GPS,36.14491309,-115.2102732,J1772,US,CAR_DEALER,
ELEC,Honda West,7615 W Sahara Ave,Las Vegas,NV,89117,800-249-9504,24 hours daily,A D Debit M V,,1,,GPS,36.14286472,-115.2571595,J1772,US,CAR_DEALER,
ELEC,Aquarius Casino Resort,1900 S Casino Dr,Laughlin,NV,89029,702-298-5111,24 hours daily,A D Debit M V,,2,,GPS,35.16257672,-114.5729969,J1772 TESLA,US,OTHER_ENTERTAINMENT,
ELEC,Edgewater Casino Resort,2020 S Casino Dr,Laughlin,NV,89029,702-798-4000,24 hours daily,A D Debit M V,,1,,GPS,35.16142543,-114.5715305,TESLA,US,OTHER_ENTERTAINMENT,
ELEC,Harrah's Laughlin Casino & Hotel,2900 S Casino Dr,Laughlin,NV,89029,702-298-4600,24 hours daily,A D Debit M V,,4,,GPS,35.14458383,-114.5782105,J1772,US,OTHER_ENTERTAINMENT,
ELEC,Yamhill Valley Vineyard,16250 SW Oldsville Rd,McMinnville,OR,97128,503-843-3100,24 hours daily,A D Debit M V,,2,,GPS,45.15029986,-123.2883716,J1772 TESLA,US,BREWERY_DISTILLERY_WINERY,
ELEC,Kookoolan Farms,15713 OR-47,Yamhill,OR,97148,503-730-7535,24 hours daily,A D Debit M V,,2,,GPS,45.33038863,-123.1842348,J1772,US,OTHER,
ELEC,Domaine Divio Vineyard,16435 NE Lewis Rogers Ln,Newberg,OR,97132,503-334-0903,24 hours daily,A D Debit M V,,1,,GPS,45.33519817,-123.0669574,TESLA,US,BREWERY_DISTILLERY_WINERY,
ELEC,Willamette Valley Bed and Breakfast,23535 Old Yamhill Rd,Newberg,OR,97132,425-495-1181,24 hours daily,A D Debit M V,,2,,GPS,45.31201088,-122.9962751,J1772,US,B_AND_B,
ELEC,Blakeslee Vineyard Estate,20875 SW Chapman Rd,Sherwood,OR,97140,503-625-6902,24 hours daily,A D Debit M V,,1,,GPS,45.34881378,-122.8929516,J1772,US,BREWERY_DISTILLERY_WINERY,
ELEC,Landmark Ford,12000 SW 66th Ave,Tigard,OR,97223,888-365-3925,24 hours daily,A D Debit M V,,2,,GPS,45.43141001,-122.7463196,J1772,US,CAR_DEALER,
ELEC,Broadway Tower Garage,1455 SW Broadway,Portland,OR,97201,,24 hours daily,A D Debit M V,,2,,GPS,45.51475799,-122.6824955,J1772,US,PARKING_GARAGE,
ELEC,Walgreens,640 SE Cesar Estrada Chavez Blvd,Portland,OR,97214,503-238-6053,24 hours daily,A D Debit M V,,1,,GPS,45.51633411,-122.6220715,J1772,US,PHARMACY,
ELEC,Best Western Plus Portland Airport,11938 NE Airport Way,Portland,OR,97220,503-251-9991,24 hours daily,A D Debit M V,,1,,GPS,45.56642652,-122.539847,J1772,US,HOTEL,
ELEC,Tru by Hilton Portland Airport,7077 NE 82nd Ave,Portland,OR,97220,503-252-7077,24 hours daily,A D Debit M V,,4,,GPS,45.57411855,-122.5801032,J1772,US,HOTEL,
ELEC,Escape Games PDX,2636 NW 26th Ave #2,Portland,OR,97210,503-208-7353,24 hours daily,A D Debit M V,,1,,GPS,45.54129104,-122.7055566,J1772,US,OTHER_ENTERTAINMENT,
ELEC,Element Portland Beaverton,15655 NW Blueridge Dr,Beaverton,OR,97006,971-329-4100,24 hours daily,A D Debit M V,,2,,GPS,45.5246597,-122.838081,J1772,US,HOTEL,
ELEC,NAPA Auto Parts,18840 SW Shaw St,Aloha,OR,97078,503-591-1165,24 hours daily,A D Debit M V,,1,,GPS,45.49366441,-122.8711755,J1772,US,AUTO_REPAIR,
ELEC,City of Augusta,8 Dickman St,Augusta,ME,4330,,24 hours daily,,,2,,GPS,44.31544225,-69.77505969,J1772,US,PARKING_GARAGE,
ELEC,City of Augusta,16 Cony St,Augusta,ME,4330,,24 hours daily,,,2,,GPS,44.31633944,-69.76999392,J1772,US,MUNI_GOV,
ELEC,College of the Atlantic - eCar Station,105 Eden St,Bar Harbor,ME,4609,207-288-5015,8am to 5pm daily,,,2,,GPS,44.39574234,-68.22304164,J1772,US,COLLEGE_CAMPUS,
ELEC,City of Bath,15 Commercial St,Bath,ME,4530,,24 hours daily,,,2,,200-9,43.911375,-69.814712,J1772,US,MUNI_GOV,
ELEC,Town of Damariscotta,85 Parking Lot Ln,Damariscotta,ME,4543,,24 hours daily,,,2,,200-9,44.032562,-69.532065,J1772,US,MUNI_GOV,
ELEC,Bigelow Lab,60 Bigelow Dr,East Boothbay,ME,4544,207-315-2567,24 hours daily,,,8,,GPS,43.85923375,-69.58089186,J1772,US,MUSEUM,
ELEC,NMMC,194 E Maine St,Fort Kent,ME,4743,207-834-3155,24 hours daily,,,2,,GPS,47.26551844,-68.59194856,J1772,US,HOSPITAL,
ELEC,Town of Ft. Kent,416 W Main St,Fort Kent,ME,4743,207-834-3090,24 hours daily,,,2,,200-9,47.247414,-68.603833,J1772,US,MUNI_GOV,
ELEC,Town of Kennebunk,159 Port Rd,Kennebunk,ME,4043,207-985-2102,24 hours daily,,,2,,200-9,43.36113,-70.485308,J1772,US,MUNI_GOV,
ELEC,Bates College,2 Andrews Rd,Lewiston,ME,4240,207-786-6100,24 hours daily,,,4,,200-9,44.107348,-70.205213,J1772,US,COLLEGE_CAMPUS,
ELEC,Downeast Community Partners,2 Maple St,Milbridge,ME,4658,207-664-2424,24 hours daily,,,1,,200-9,44.538513,-67.883911,J1772,US,PARKING_LOT,
ELEC,Unum,2211 Congress St,Portland,ME,4122,207-575-2211,24 hours daily,,,4,,GPS,43.65365934,-70.32619887,J1772,US,OFFICE_BLDG,
ELEC,Maine Behavorial Healthcare,100 Andover Rd,Portland,ME,4102,207-874-1030,24 hours daily,,,4,,200-8,43.652961,-70.338636,J1772,US,HOSPITAL,
ELEC,Greystone Farms,7401 Blackmon Rd,Columbus,GA,31909,706-221-9200,24 hours daily,,,2,,200-9,32.549654,-84.899822,J1772,US,MULTI_UNIT_DWELLING,
ELEC,Greystone Pointe Auburn,1600 E Samford Ave,Auburn,AL,36830,334-759-1600,24 hours daily,,,2,,200-8,32.599079,-85.446483,J1772,US,MULTI_UNIT_DWELLING,
ELEC,Wawa - Tesla Supercharger,22932  Sussex Highway,Seaford,DE,19973,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,38.65915,-75.59359,TESLA,US,GAS_STATION,
ELEC,Smithfield's Chicken 'N Bar-B-Q - Tesla Supercharger,2020  Olde Regent Way,Leland,NC,28451,877-798-3752,24 hours daily,A D Debit M V,,,12,GPS,34.217293,-78.018642,TESLA,US,RESTAURANT,
ELEC,Kroger #485,3875 Chapel Hill Road,Douglasville,GA,30135,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,33.69977899,-84.71824638,J1772,US,,
ELEC,"Kohl's Stratford Square, IL",6 Stratford Drive,Bloomingdale,IL,60108,888-264-2208,Mon 8:00am - 10:00pm; Tue 8:00am - 10:00pm; Wed 8:00am - 10:00pm; Thu 8:00am - 10:00pm; Fri 8:00am - 10:00pm; Sat 8:00am - 10:00pm; Sun 8:00am - 10:00pm,,,2,,GPS,41.950471,-88.1156915,J1772,US,,
ELEC,Topgolf - National Harbor,6400 Clipper Way,Oxon Hill,MD,20745,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,38.800529,-76.995286,J1772,US,,
ELEC,"Cinemark #375, Rosenberg, TX",3420 Vista Drive,Rosenberg,TX,77471,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,3,,GPS,29.54660198,-95.76138923,J1772,US,,
ELEC,Emory Clinic at Executive Park,21 Ortho Lane,Atlanta,GA,30329,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,4,,GPS,33.828465,-84.337025,J1772,US,,
ELEC,Serpentini Chevrolet,15303 Royalton Rd,Strongsville,OH,44136,440-879-2217,24 hours daily,A D Debit M V,,,1,GPS,41.31238802,-81.80217767,J1772COMBO,US,CAR_DEALER,
ELEC,Liberty Ford Canton,1423 Tuscarawas St W,Canton,OH,44702,330-456-2781,24 hours daily,A D Debit M V,,2,,GPS,40.80108652,-81.38875123,J1772,US,CAR_DEALER,
ELEC,Costco Wholesale,2640 Lomita Blvd,Torrance,CA,90505,310-891-1020,24 hours daily,A D Debit M V,,12,,GPS,33.80711048,-118.3333074,J1772,US,SHOPPING_CENTER,
ELEC,Fairfield Inn & Suites by Marriott Northfield,114 2nd St W,Northfield,MN,55057,507-366-5000,24 hours daily,A D Debit M V,,4,,GPS,44.45911359,-93.16062584,J1772,US,HOTEL,
ELEC,Renualt The Day,4775 Peachtree Corners Cir,Peachtree Corners,GA,30092,,24 hours daily,A D Debit M V,,1,,GPS,33.97828045,-84.22229512,J1772,US,OFFICE_BLDG,
ELEC,Ansco & Associates,5250 Triangle Pkwy NW,Norcross,GA,30092,,24 hours daily,A D Debit M V,,2,,GPS,33.97869004,-84.22458246,J1772,US,OFFICE_BLDG,
ELEC,Siemens Industry Automation,5300 Triangle Pkwy NW,Norcross,GA,30092,770-871-3800,24 hours daily,A D Debit M V,,2,,GPS,33.97721906,-84.22535127,J1772,US,OFFICE_BLDG,
ELEC,Lakeside,5390 Triangle Pkwy NW,Norcross,GA,30092,,24 hours daily,A D Debit M V,,2,,GPS,33.97647098,-84.22388001,J1772,US,OFFICE_BLDG,
ELEC,Siemens Industry Automation,5400 Metric Pl,Norcross,GA,30092,770-871-3800,24 hours daily,A D Debit M V,,3,,GPS,33.97529889,-84.22242454,J1772,US,OFFICE_BLDG,
ELEC,VCA West Coast Specialty & Emergency Animal Hospital,18300 Euclid St,Fountain Valley,CA,92708,714-241-9001,24 hours daily,A D Debit M V,,2,,GPS,33.69748436,-117.9339685,J1772,US,OTHER,
ELEC,Anaheim La Palma Mall,5624 E La Palma Ave,Anaheim,CA,92807,,24 hours daily,CREDIT,,1,3,200-9,33.859326,-117.792228,CHADEMO J1772,US,SHOPPING_CENTER,
ELEC,Tustin Mall 17th,17612 17th St,Tustin,CA,92780,,24 hours daily,CREDIT,,,8,200-9,33.759279,-117.82454,CHADEMO,US,SHOPPING_CENTER,
ELEC,Anaheim La Palma Mall,5638 E La Palma Ave,Anaheim,CA,92807,,24 hours daily,CREDIT,,,4,200-9,33.859421,-117.791849,CHADEMO,US,SHOPPING_CENTER,
ELEC,Safeway 10926 West Bell Road,10926 West Bell Road,Sun City,AZ,85351,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,33.63858823,-112.2918154,J1772,US,,
ELEC,Maine Coast Mall - Tesla Supercharger,225  High Street,Ellsworth,ME,4605,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,44.532615,-68.411426,TESLA,US,GROCERY,
ELEC,Neon Marketplace - Tesla Supercharger,1776  Post Road,Warwick,RI,2888,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,41.732853,-71.436149,TESLA,US,GAS_STATION,
ELEC,Cooper Point Marketplace,3215 Harrison Ave NW,Olympia,WA,98502,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,47.04583576,-122.9420068,J1772,US,,
ELEC,Mount Vernon Plaza,315 East College Way,Mount Vernon,WA,98273,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,48.437167,-122.3369445,J1772,US,,
ELEC,Toonigh Village Shopping Center,5341 Old Highway 5,Holly Springs,GA,30188,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,34.14106112,-84.50403327,J1772,US,,
ELEC,Kroger #627,5550 Bethelview Road,Cumming,GA,30040,888-264-2208,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 6:00am - 11:59pm; Sat 6:00am - 11:59pm; Sun 6:00am - 11:59pm,,,2,,GPS,34.17010033,-84.1852795,J1772,US,,
ELEC,"Daflure Heating, Cooling & Solar",22 8th St,New Cumberland,PA,17070,717-774-9480,24 hours daily,A D Debit M V,,1,,GPS,40.23246477,-76.86875324,J1772,US,HARDWARE_STORE,
ELEC,Resort World Las Vegas Parking Garage,3000 S Las Vegas Blvd,Las Vegas,NV,89109,800-445-8667,24 hours daily,A D Debit M V,,8,,GPS,36.1359352,-115.1674111,J1772,US,PARKING_GARAGE,
ELEC,Business Central – 101 Parkshore,101 Parkshore Dr,Folsom,CA,95630,916-932-2000,24 hours daily; Loop app,CREDIT,,10,,200-9,38.656961,-121.186859,J1772,US,OFFICE_BLDG,
ELEC,Hampton Inn Santa Cruz West,2424 Mission St,Santa Cruz,CA,95060,831-316-3500,7am-10pm daily,APPLE_PAY CREDIT,,3,,200-9,36.961071,-122.048636,J1772,US,HOTEL,
ELEC,Wawa - Tesla Supercharger,26415  Indian Trail Drive,Punta Gorda,FL,33950,877-798-3752,24 hours daily,A D Debit M V,,,8,GPS,26.89573,-82.01142,TESLA,US,GAS_STATION,
